"사용월","호선명","지하철역","유임승차인원","무임승차인원","유임하차인원","무임하차인원","작업일자"
"202106","경의선","곡산","11520","4746","11772","4876","20210703"
"202106","경의선","임진강","514","586","419","561","20210703"
"202106","경의선","파주","30720","7262","21683","6121","20210703"
"202106","경의선","풍산","122423","30486","114395","30093","20210703"
"202106","경의선","검암","1","0","0","0","20210703"
"202106","경의선","공덕","82603","12009","71951","11778","20210703"
"202106","경의선","금촌","136759","39912","135066","40661","20210703"
"202106","경의선","가좌","108644","37922","99470","37617","20210703"
"202106","경의선","행신","180235","29760","179205","29995","20210703"
"202106","경의선","일산","198728","52181","195425","52180","20210703"
"202106","경의선","홍대입구","44881","4442","50459","4881","20210703"
"202106","경의선","강매","69532","16345","59354","15769","20210703"
"202106","경의선","수색","59981","13726","62836","14014","20210703"
"202106","경의선","야당","158490","29381","156672","28415","20210703"
"202106","경의선","신촌","18086","3417","22367","3794","20210703"
"202106","경의선","백마","155194","29630","147855","29525","20210703"
"202106","경의선","능곡","76274","26433","69233","26194","20210703"
"202106","경인선","구일","149712","37291","151587","36653","20210703"
"202106","경인선","부평","730114","120304","781300","121345","20210703"
"202106","경인선","간석","124809","38973","118115","37726","20210703"
"202106","경인선","동암","337454","81600","338012","82071","20210703"
"202106","경인선","동인천","289748","101458","274209","98351","20210703"
"202106","경인선","중동","189500","60624","176924","59158","20210703"
"202106","경인선","도화","83005","33702","75764","32767","20210703"
"202106","경인선","제물포","236855","55149","226272","54737","20210703"
"202106","경인선","온수(성공회대입구)","148695","42774","141189","41174","20210703"
"202106","경인선","부개","178986","54636","164714","53425","20210703"
"202106","경인선","백운","145191","50906","141634","51821","20210703"
"202106","경인선","오류동","250606","81837","230769","80208","20210703"
"202106","경인선","주안","445191","75188","401528","67317","20210703"
"202106","경인선","송내","624477","102885","625306","101931","20210703"
"202106","경인선","인천","75095","37414","54236","33620","20210703"
"202106","경인선","역곡","609697","131799","598518","134380","20210703"
"202106","경인선","도원","63103","27056","62663","28697","20210703"
"202106","경인선","개봉","450165","133152","448952","139571","20210703"
"202106","경인선","소사","190566","55046","185984","55131","20210703"
"202106","경인선","부천","731771","174509","730824","176896","20210703"
"202106","경춘선","별내","65055","19522","62118","18696","20210703"
"202106","경춘선","춘천","29395","14913","26642","12529","20210703"
"202106","경춘선","백양리","1608","1337","1590","1345","20210703"
"202106","경춘선","천마산","31482","16495","28636","16785","20210703"
"202106","경춘선","신내","32354","13461","33033","13018","20210703"
"202106","경춘선","남춘천","49355","21117","50152","22023","20210703"
"202106","경춘선","마석","80903","31006","78723","31511","20210703"
"202106","경춘선","김유정","6705","3638","7559","3853","20210703"
"202106","경춘선","청평","33464","16679","32699","16734","20210703"
"202106","경춘선","금곡","28298","14524","27030","14136","20210703"
"202106","경춘선","퇴계원","74671","25012","68148","24263","20210703"
"202106","경춘선","강촌","10413","5370","9989","5524","20210703"
"202106","경춘선","평내호평","131045","40081","130024","38488","20210703"
"202106","경춘선","대성리","10864","6405","9780","5794","20210703"
"202106","경춘선","가평","41374","14695","42000","14591","20210703"
"202106","경춘선","사릉","74570","18906","70452","19406","20210703"
"202106","경춘선","상천","4959","4858","4137","4660","20210703"
"202106","경춘선","갈매","66170","17767","56294","16895","20210703"
"202106","경춘선","굴봉산","2271","2848","2258","2861","20210703"
"202106","공항철도 1호선","공항화물청사","52084","8222","56332","8096","20210703"
"202106","공항철도 1호선","운서","152028","23093","153614","23220","20210703"
"202106","공항철도 1호선","영종","66720","17965","67615","17880","20210703"
"202106","공항철도 1호선","김포공항","326020","20894","182319","13209","20210703"
"202106","공항철도 1호선","서울역","185239","27320","172650","24699","20210703"
"202106","공항철도 1호선","검암","164689","15596","162451","15891","20210703"
"202106","공항철도 1호선","청라국제도시","163897","10422","154957","10227","20210703"
"202106","공항철도 1호선","디지털미디어시티","325875","21140","295858","19970","20210703"
"202106","공항철도 1호선","계양","225186","24184","208638","22827","20210703"
"202106","공항철도 1호선","인천공항1터미널","77390","12915","85298","13080","20210703"
"202106","공항철도 1호선","홍대입구","264952","15467","261969","14731","20210703"
"202106","공항철도 1호선","공덕","53214","6182","70149","7254","20210703"
"202106","공항철도 1호선","인천공항2터미널","47240","5988","46893","5799","20210703"
"202106","공항철도 1호선","마곡나루(서울식물원)","191264","11183","185543","11259","20210703"
"202106","과천선","인덕원","540397","88459","547948","90888","20210703"
"202106","과천선","과천","119108","34038","107481","32687","20210703"
"202106","과천선","범계","603269","89313","596122","87835","20210703"
"202106","과천선","경마공원","25583","11936","25595","11513","20210703"
"202106","과천선","대공원","59954","44709","63755","45490","20210703"
"202106","과천선","평촌","403844","55316","398872","55056","20210703"
"202106","과천선","정부과천청사","221252","42521","220853","42250","20210703"
"202106","과천선","선바위","195371","29162","167081","28514","20210703"
"202106","분당선","이매","120146","32965","112205","32138","20210703"
"202106","분당선","서현","548799","98407","562922","94186","20210703"
"202106","분당선","상갈","118625","27104","114600","25912","20210703"
"202106","분당선","영통","196528","24083","200422","24465","20210703"
"202106","분당선","강남구청","219332","33713","254930","36474","20210703"
"202106","분당선","보정","49856","16978","42952","16020","20210703"
"202106","분당선","수내","280319","62275","280804","60823","20210703"
"202106","분당선","복정","13","1","0","0","20210703"
"202106","분당선","정자","401840","55433","423036","55723","20210703"
"202106","분당선","야탑","552143","124753","580481","124282","20210703"
"202106","분당선","개포동","81700","20703","84278","20866","20210703"
"202106","분당선","매교","64117","15353","65057","15797","20210703"
"202106","분당선","태평","288209","80679","269389","83650","20210703"
"202106","분당선","도곡","140404","36279","138424","34381","20210703"
"202106","분당선","선릉","295111","38701","446206","49483","20210703"
"202106","분당선","구성","100803","29555","105950","29389","20210703"
"202106","분당선","기흥","217020","35771","205102","35082","20210703"
"202106","분당선","가천대","186740","22567","210955","23914","20210703"
"202106","분당선","망포","338820","31681","321263","30592","20210703"
"202106","분당선","오리","247385","62115","207480","53701","20210703"
"202106","분당선","수원시청","305776","34695","330128","35548","20210703"
"202106","분당선","미금","319616","90395","338048","95502","20210703"
"202106","분당선","매탄권선","115669","16853","111488","16657","20210703"
"202106","분당선","구룡","43596","12579","41583","12353","20210703"
"202106","분당선","압구정로데오","475180","40902","532375","38977","20210703"
"202106","분당선","청명","96348","16041","92002","16069","20210703"
"202106","분당선","서울숲","270800","26379","275791","25906","20210703"
"202106","분당선","모란","413836","150000","404985","163519","20210703"
"202106","분당선","수원","199158","26449","165262","23803","20210703"
"202106","분당선","죽전","298012","57878","329770","63346","20210703"
"202106","분당선","신갈","95775","23005","94719","23173","20210703"
"202106","분당선","한티","320883","55749","340183","57000","20210703"
"202106","분당선","선정릉","179410","24324","193781","23708","20210703"
"202106","분당선","대모산입구","68409","24581","62163","24635","20210703"
"202106","분당선","수서","313493","55493","322234","56734","20210703"
"202106","수인선","월곶","58082","13035","53867","12910","20210703"
"202106","수인선","고색","90679","13976","86968","12492","20210703"
"202106","수인선","인하대","135757","23439","127204","22762","20210703"
"202106","수인선","원인재","93524","27684","99019","27820","20210703"
"202106","수인선","신포","38364","12218","39358","12296","20210703"
"202106","수인선","소래포구","101502","61728","96981","60460","20210703"
"202106","수인선","인천논현","125120","28279","132865","28517","20210703"
"202106","수인선","숭의","80697","26823","74744","25761","20210703"
"202106","수인선","송도","53136","19737","48292","19615","20210703"
"202106","수인선","오목천","67372","10209","61249","10274","20210703"
"202106","수인선","야목","5490","1556","4683","1289","20210703"
"202106","수인선","사리","99841","15096","88711","14276","20210703"
"202106","수인선","어천","16272","3785","16585","4215","20210703"
"202106","수인선","연수","100566","25609","97723","25467","20210703"
"202106","수인선","호구포","86069","18374","90207","18715","20210703"
"202106","수인선","달월","1486","918","1172","649","20210703"
"202106","수인선","남동인더스파크","51202","6213","57407","6260","20210703"
"202106","수인선","인천","19213","12824","35459","16317","20210703"
"202106","안산선","수리산","86065","29691","67700","28420","20210703"
"202106","안산선","산본","349246","83548","374730","84190","20210703"
"202106","안산선","안산","300783","34314","277740","31957","20210703"
"202106","안산선","정왕","220863","23792","227840","25367","20210703"
"202106","안산선","상록수","376154","61648","375880","62708","20210703"
"202106","안산선","초지","112725","13625","118753","13960","20210703"
"202106","안산선","대야미","110502","28277","98529","27207","20210703"
"202106","안산선","한대앞","210893","39568","209267","40158","20210703"
"202106","안산선","고잔","207161","31966","198710","30737","20210703"
"202106","안산선","반월","94081","25695","89144","25367","20210703"
"202106","안산선","신길온천","38209","9739","35302","9428","20210703"
"202106","안산선","중앙","437342","50900","454795","50242","20210703"
"202106","안산선","오이도","209909","33323","204580","32707","20210703"
"202106","우이신설선","삼양사거리","34294","31210","35461","31734","20210703"
"202106","우이신설선","화계","54234","35860","49103","35597","20210703"
"202106","우이신설선","신설동","34698","23098","35468","20419","20210703"
"202106","우이신설선","성신여대입구(돈암)","60791","25633","71260","24546","20210703"
"202106","우이신설선","솔샘","117978","32373","107357","33834","20210703"
"202106","우이신설선","4.19민주묘지","48599","32042","47572","28589","20210703"
"202106","우이신설선","삼양","30664","23818","31643","26515","20210703"
"202106","우이신설선","솔밭공원","41489","25354","37688","26838","20210703"
"202106","우이신설선","정릉","83296","39625","75129","37173","20210703"
"202106","우이신설선","가오리","68987","43330","66314","44397","20210703"
"202106","우이신설선","북한산우이","53632","30423","49169","32173","20210703"
"202106","우이신설선","북한산보국문","123564","37368","115379","37811","20210703"
"202106","우이신설선","보문","27516","12863","27210","13179","20210703"
"202106","일산선","정발산","155368","42161","160076","39809","20210703"
"202106","일산선","대곡","40357","11454","30111","10724","20210703"
"202106","일산선","대화","279453","69138","219728","64389","20210703"
"202106","일산선","백석","204194","63195","205731","62554","20210703"
"202106","일산선","원흥","224794","51596","214340","49387","20210703"
"202106","일산선","삼송","410942","84185","398993","85346","20210703"
"202106","일산선","주엽","166704","71165","163703","73402","20210703"
"202106","일산선","화정","352815","99398","362413","100915","20210703"
"202106","일산선","원당","232074","72028","220308","71242","20210703"
"202106","일산선","마두","142180","54427","145746","55944","20210703"
"202106","일산선","지축","5","0","0","0","20210703"
"202106","장항선","온양온천","65170","35167","66106","35758","20210703"
"202106","장항선","신창(순천향대)","31729","6335","30962","5897","20210703"
"202106","장항선","봉명","23320","8997","22202","8659","20210703"
"202106","장항선","배방","22582","5929","22178","6063","20210703"
"202106","장항선","아산","72485","9941","65526","9562","20210703"
"202106","장항선","쌍용(나사렛대)","44895","10544","42066","10035","20210703"
"202106","중앙선","망우","150174","62118","146107","62976","20210703"
"202106","중앙선","팔당","22609","8316","23186","8452","20210703"
"202106","중앙선","상봉(시외버스터미널)","131723","37033","132244","35352","20210703"
"202106","중앙선","운길산","18709","12751","17611","12605","20210703"
"202106","중앙선","국수","13467","8772","12733","8896","20210703"
"202106","중앙선","양원","34177","15365","34175","15417","20210703"
"202106","중앙선","용문","30904","35522","30643","35379","20210703"
"202106","중앙선","도농","213030","53523","192087","51833","20210703"
"202106","중앙선","아신","11045","5615","11093","5537","20210703"
"202106","중앙선","양정","14931","8126","12552","7395","20210703"
"202106","중앙선","회기","547246","109130","526911","106975","20210703"
"202106","중앙선","오빈","5046","3768","4749","3729","20210703"
"202106","중앙선","양평","54335","28307","55227","29253","20210703"
"202106","중앙선","덕소","115762","41318","114525","41815","20210703"
"202106","중앙선","신원","3709","3399","2916","2837","20210703"
"202106","중앙선","도심","50986","16499","38900","15711","20210703"
"202106","중앙선","지평","872","1110","1152","1077","20210703"
"202106","중앙선","중랑","110574","43835","104494","42601","20210703"
"202106","중앙선","구리","293424","74425","299264","74895","20210703"
"202106","중앙선","양수","37529","22542","38012","22756","20210703"
"202106","중앙선","원덕","5259","6214","5030","5980","20210703"
"202105","1호선","종로3가","421121","252206","380881","237053","20210603"
"202105","1호선","종각","724544","109300","698575","103087","20210603"
"202105","1호선","종로5가","346088","235580","352926","226289","20210603"
"202105","1호선","제기동","219868","235124","213379","250508","20210603"
"202105","1호선","청량리(서울시립대입구)","312638","239335","310978","241248","20210603"
"202105","1호선","동대문","214963","112191","205512","110832","20210603"
"202105","1호선","동묘앞","126710","150560","136309","150934","20210603"
"202105","1호선","신설동","252769","102317","247750","98544","20210603"
"202105","1호선","시청","440379","59890","453384","59338","20210603"
"202105","1호선","서울역","946183","163786","897343","154726","20210603"
"202105","2호선","교대(법원.검찰청)","686175","118941","776885","132650","20210603"
"202105","2호선","잠실새내","464407","84351","468729","84320","20210603"
"202105","2호선","왕십리(성동구청)","385390","44742","316983","37638","20210603"
"202105","2호선","신답","32399","8127","37105","8886","20210603"
"202105","2호선","상왕십리","306489","59108","292836","59618","20210603"
"202105","2호선","종합운동장","172061","34371","189368","35561","20210603"
"202105","2호선","강남","1967326","145860","1946560","130008","20210603"
"202105","2호선","신림","1473269","191021","1419304","193011","20210603"
"202105","2호선","충정로(경기대입구)","203728","40581","215550","41302","20210603"
"202105","2호선","낙성대(강감찬)","631308","89572","606036","91960","20210603"
"202105","2호선","서울대입구(관악구청)","1093876","156028","1079308","149796","20210603"
"202105","2호선","뚝섬","513369","49779","546484","50273","20210603"
"202105","2호선","을지로3가","448716","63127","445179","61570","20210603"
"202105","2호선","을지로입구","822016","76740","838043","71852","20210603"
"202105","2호선","신대방","590468","109217","569733","110334","20210603"
"202105","2호선","강변(동서울터미널)","735078","98057","721995","95635","20210603"
"202105","2호선","건대입구","900465","76874","951583","80300","20210603"
"202105","2호선","영등포구청","470764","89092","481759","88476","20210603"
"202105","2호선","시청","471909","41414","447702","36955","20210603"
"202105","2호선","용답","57657","15893","57138","15596","20210603"
"202105","2호선","도림천","28605","6623","29216","7093","20210603"
"202105","2호선","신당","282798","85177","293680","86785","20210603"
"202105","2호선","대림(구로구청)","554023","102330","568774","105201","20210603"
"202105","2호선","삼성(무역센터)","1141998","92305","1162891","85986","20210603"
"202105","2호선","당산","434798","51727","500295","56186","20210603"
"202105","2호선","을지로4가","230129","72918","230765","71772","20210603"
"202105","2호선","동대문역사문화공원(DDP)","266470","47040","299636","50046","20210603"
"202105","2호선","방배","366466","61026","389119","60291","20210603"
"202105","2호선","잠실나루","284154","67239","276227","67466","20210603"
"202105","2호선","구로디지털단지","1354659","140158","1350982","141913","20210603"
"202105","2호선","잠실(송파구청)","1649045","152476","1624157","146006","20210603"
"202105","2호선","구의(광진구청)","512426","87333","502276","89521","20210603"
"202105","2호선","아현","218355","55187","208683","54578","20210603"
"202105","2호선","성수","754643","88404","840594","90205","20210603"
"202105","2호선","양천구청","135906","39635","143939","40367","20210603"
"202105","2호선","한양대","182745","10535","194752","10909","20210603"
"202105","2호선","홍대입구","1459863","83235","1525771","79272","20210603"
"202105","2호선","신설동","63405","30056","61695","31498","20210603"
"202105","2호선","신촌","779122","103457","801977","100587","20210603"
"202105","2호선","문래","461647","64838","478177","64348","20210603"
"202105","2호선","이대","302876","38981","317316","40183","20210603"
"202105","2호선","합정","768880","58802","812103","58293","20210603"
"202105","2호선","신정네거리","210077","60605","216515","61598","20210603"
"202105","2호선","용두(동대문구청)","40478","19899","40543","20802","20210603"
"202105","2호선","사당","805770","143789","903829","139798","20210603"
"202105","2호선","봉천","504919","122860","462219","123035","20210603"
"202105","2호선","신도림","1132784","164476","1120143","155890","20210603"
"202105","2호선","선릉","1097202","178796","981774","159524","20210603"
"202105","2호선","서초","464889","61860","444989","61661","20210603"
"202105","2호선","역삼","1014100","129002","1134890","129968","20210603"
"202105","3호선","녹번","320150","64673","286922","64203","20210603"
"202105","3호선","일원","187280","49603","183141","49413","20210603"
"202105","3호선","남부터미널(예술의전당)","659924","97664","685430","98307","20210603"
"202105","3호선","옥수","192387","50675","201783","50942","20210603"
"202105","3호선","금호","169060","46305","156312","45934","20210603"
"202105","3호선","홍제","340131","120069","318832","117777","20210603"
"202105","3호선","대청","195310","48625","178716","46676","20210603"
"202105","3호선","연신내","774069","226055","723784","219958","20210603"
"202105","3호선","불광","318839","120752","344603","133283","20210603"
"202105","3호선","고속터미널","1065700","141329","1045519","134634","20210603"
"202105","3호선","잠원","99502","25197","98485","24397","20210603"
"202105","3호선","양재(서초구청)","813838","123696","891496","123919","20210603"
"202105","3호선","경복궁(정부서울청사)","442701","66167","446732","63555","20210603"
"202105","3호선","약수","266155","68968","258880","65414","20210603"
"202105","3호선","을지로3가","202963","43385","213614","41738","20210603"
"202105","3호선","교대(법원.검찰청)","282902","51901","182967","32213","20210603"
"202105","3호선","가락시장","163882","63227","161142","61656","20210603"
"202105","3호선","동대입구","174205","28669","186138","31096","20210603"
"202105","3호선","지축","85668","18256","81490","18058","20210603"
"202105","3호선","구파발","438711","99671","423777","95444","20210603"
"202105","3호선","경찰병원","147591","34112","147129","34983","20210603"
"202105","3호선","도곡","114290","23151","117696","21302","20210603"
"202105","3호선","독립문","131066","62939","140308","62803","20210603"
"202105","3호선","안국","431142","65280","461789","66776","20210603"
"202105","3호선","학여울","45219","13812","46967","13442","20210603"
"202105","3호선","매봉","248107","50522","239851","46977","20210603"
"202105","3호선","압구정","698182","107005","747456","104486","20210603"
"202105","3호선","충무로","39","0","0","0","20210603"
"202105","3호선","오금","131195","23573","118979","22740","20210603"
"202105","3호선","종로3가","196269","48023","240816","53412","20210603"
"202105","3호선","수서","363699","86687","372190","85541","20210603"
"202105","3호선","신사","717542","60277","753753","57731","20210603"
"202105","3호선","무악재","76339","24252","75568","26363","20210603"
"202105","3호선","대치","234294","49769","232154","47618","20210603"
"202105","4호선","이촌(국립중앙박물관)","161268","38364","184532","40666","20210603"
"202105","4호선","미아(서울사이버대학)","301428","95653","287547","97101","20210603"
"202105","4호선","쌍문","635682","136218","570874","133429","20210603"
"202105","4호선","명동","393248","48381","412741","50115","20210603"
"202105","4호선","충무로","524123","97004","545376","97481","20210603"
"202105","4호선","회현(남대문시장)","443287","153959","480566","153945","20210603"
"202105","4호선","동대문역사문화공원(DDP)","332602","46953","307875","42611","20210603"
"202105","4호선","수유(강북구청)","735636","166223","726123","165703","20210603"
"202105","4호선","길음","428339","94369","412886","94830","20210603"
"202105","4호선","성신여대입구(돈암)","470307","73445","447138","70981","20210603"
"202105","4호선","동대문","385267","137744","403226","134841","20210603"
"202105","4호선","남태령","25190","7730","20956","7387","20210603"
"202105","4호선","동작(현충원)","49621","23023","54276","23111","20210603"
"202105","4호선","혜화","733903","104905","743898","102889","20210603"
"202105","4호선","삼각지","104545","20187","120315","21032","20210603"
"202105","4호선","미아사거리","581463","156431","561967","154447","20210603"
"202105","4호선","한성대입구(삼선교)","305504","63757","297807","63240","20210603"
"202105","4호선","총신대입구(이수)","371220","125664","407563","131825","20210603"
"202105","4호선","상계","401269","101155","368845","99601","20210603"
"202105","4호선","사당","578000","70305","487236","68374","20210603"
"202105","4호선","노원","437380","76036","492772","75086","20210603"
"202105","4호선","숙대입구(갈월)","288728","43911","283514","40809","20210603"
"202105","4호선","당고개","267751","80715","241731","79626","20210603"
"202105","4호선","신용산","349356","41309","371875","41804","20210603"
"202105","4호선","창동","513820","166845","546356","172841","20210603"
"202105","4호선","서울역","223061","29993","361406","36309","20210603"
"202105","5호선","마천","119101","47685","117894","49314","20210603"
"202105","5호선","오금","78230","16838","76161","16224","20210603"
"202105","5호선","청구","79993","21923","75698","16318","20210603"
"202105","5호선","애오개","138659","30928","139891","30265","20210603"
"202105","5호선","신금호","129192","31858","130741","35847","20210603"
"202105","5호선","마곡","216080","34443","216744","33596","20210603"
"202105","5호선","개화산","108042","32845","102976","32614","20210603"
"202105","5호선","굽은다리(강동구민회관앞)","189666","60635","180226","56506","20210603"
"202105","5호선","여의나루","339872","25886","388791","25824","20210603"
"202105","5호선","을지로4가","106368","38041","112426","38379","20210603"
"202105","5호선","목동","362177","70615","396076","71831","20210603"
"202105","5호선","동대문역사문화공원(DDP)","56705","6924","67498","7832","20210603"
"202105","5호선","우장산","295603","73736","288146","77027","20210603"
"202105","5호선","신길","91808","10398","98830","10617","20210603"
"202105","5호선","상일동","325108","75908","291129","72814","20210603"
"202105","5호선","올림픽공원(한국체대)","84666","30154","73933","27478","20210603"
"202105","5호선","종로3가","269880","76598","259366","82664","20210603"
"202105","5호선","화곡","611821","122725","571328","117267","20210603"
"202105","5호선","마장","111144","33572","103446","32386","20210603"
"202105","5호선","서대문","377751","54491","387909","51590","20210603"
"202105","5호선","김포공항","189454","28089","177097","30714","20210603"
"202105","5호선","아차산(어린이대공원후문)","335320","86769","327573","85620","20210603"
"202105","5호선","하남풍산","82563","19164","82720","19033","20210603"
"202105","5호선","영등포시장","196661","50881","205490","51326","20210603"
"202105","5호선","여의도","613826","43969","643678","41144","20210603"
"202105","5호선","고덕","184995","51852","182997","51661","20210603"
"202105","5호선","하남검단산","102567","39272","101130","39383","20210603"
"202105","5호선","발산","429966","74882","450040","72230","20210603"
"202105","5호선","강일","60318","21894","62435","21719","20210603"
"202105","5호선","하남시청(덕풍?신장)","95844","44250","94836","45375","20210603"
"202105","5호선","거여","162025","50646","153538","49804","20210603"
"202105","5호선","충정로(경기대입구)","104511","11662","105172","11945","20210603"
"202105","5호선","오목교(목동운동장앞)","507721","72546","549378","71463","20210603"
"202105","5호선","영등포구청","78414","17938","79816","17443","20210603"
"202105","5호선","마포","297399","51042","304969","50855","20210603"
"202105","5호선","강동","390267","82882","371473","79738","20210603"
"202105","5호선","천호(풍납토성)","395100","106958","381869","108834","20210603"
"202105","5호선","둔촌동","172568","53079","171596","53650","20210603"
"202105","5호선","명일","169193","56873","172120","59384","20210603"
"202105","5호선","답십리","337373","67763","305971","64939","20210603"
"202105","5호선","방이","144795","36841","147609","36754","20210603"
"202105","5호선","방화","132948","43652","126910","41663","20210603"
"202105","5호선","장한평","386648","72498","380060","72911","20210603"
"202105","5호선","까치산","627942","135375","600056","136821","20210603"
"202105","5호선","송정","135039","44903","128135","43893","20210603"
"202105","5호선","왕십리(성동구청)","100921","20111","113651","19586","20210603"
"202105","5호선","행당","169663","42899","150085","38553","20210603"
"202105","5호선","양평","157728","24496","155754","24188","20210603"
"202105","5호선","길동","151246","60348","156808","62115","20210603"
"202105","5호선","군자(능동)","259700","34350","288481","35778","20210603"
"202105","5호선","공덕","306382","37021","326987","34813","20210603"
"202105","5호선","개롱","127395","38858","133615","40048","20210603"
"202105","5호선","광화문(세종문화회관)","651945","57499","686347","55673","20210603"
"202105","5호선","신정(은행정)","305044","52156","240969","50683","20210603"
"202105","5호선","광나루(장신대)","286027","59724","263929","57256","20210603"
"202105","5호선","미사","332295","56200","327372","55399","20210603"
"202105","6호선","한강진","192684","13001","228090","12837","20210603"
"202105","6호선","응암","363367","98825","359376","97517","20210603"
"202105","6호선","상수","201191","18208","226156","18560","20210603"
"202105","6호선","태릉입구","122998","30103","140382","32566","20210603"
"202105","6호선","삼각지","145823","13844","122859","11491","20210603"
"202105","6호선","역촌","69103","28368","86039","27596","20210603"
"202105","6호선","안암(고대병원앞)","237382","27691","239076","26345","20210603"
"202105","6호선","독바위","56551","17417","58011","21550","20210603"
"202105","6호선","불광","87369","34961","90014","29095","20210603"
"202105","6호선","새절(신사)","260313","74898","240939","75031","20210603"
"202105","6호선","신내","6","0","0","0","20210603"
"202105","6호선","망원","320241","72682","352924","75469","20210603"
"202105","6호선","약수","71824","18454","73856","18457","20210603"
"202105","6호선","고려대(종암)","177704","29371","167062","29542","20210603"
"202105","6호선","연신내","10","0","0","0","20210603"
"202105","6호선","이태원","262039","27083","267932","27477","20210603"
"202105","6호선","합정","327277","33451","313467","30725","20210603"
"202105","6호선","창신","75108","16259","60350","15598","20210603"
"202105","6호선","월드컵경기장(성산)","82354","54095","88845","52618","20210603"
"202105","6호선","신당","176945","29592","187114","28249","20210603"
"202105","6호선","광흥창(서강)","186198","37558","178464","37381","20210603"
"202105","6호선","구산","155082","43702","104687","45476","20210603"
"202105","6호선","동묘앞","167131","64278","173251","57791","20210603"
"202105","6호선","마포구청","296966","66449","267728","60194","20210603"
"202105","6호선","디지털미디어시티","288109","46764","312166","46924","20210603"
"202105","6호선","상월곡(한국과학기술연구원)","128989","34353","112753","33583","20210603"
"202105","6호선","월곡(동덕여대)","227712","60660","225653","60685","20210603"
"202105","6호선","공덕","388033","62015","374637","57020","20210603"
"202105","6호선","버티고개","46191","12414","44074","14290","20210603"
"202105","6호선","녹사평(용산구청)","129435","15710","128092","15105","20210603"
"202105","6호선","돌곶이","190552","48278","176863","47597","20210603"
"202105","6호선","봉화산(서울의료원)","181116","41696","167953","41422","20210603"
"202105","6호선","보문","161725","27507","149317","26063","20210603"
"202105","6호선","청구","80221","16553","82617","20233","20210603"
"202105","6호선","화랑대(서울여대입구)","249848","39562","195448","34736","20210603"
"202105","6호선","증산(명지대앞)","203360","61499","199655","63053","20210603"
"202105","6호선","효창공원앞","146310","33159","131049","31269","20210603"
"202105","6호선","석계","256619","66309","262720","66501","20210603"
"202105","6호선","대흥(서강대앞)","167466","38471","173914","38211","20210603"
"202105","7호선","중곡","208189","49540","190800","49775","20210603"
"202105","7호선","상도","225834","51509","219164","49442","20210603"
"202105","7호선","신중동","321755","46269","319680","44555","20210603"
"202105","7호선","군자(능동)","324292","62710","253659","54672","20210603"
"202105","7호선","마들","252900","71583","235614","71231","20210603"
"202105","7호선","부평구청","241913","27648","200625","24595","20210603"
"202105","7호선","굴포천","199877","30192","211962","30538","20210603"
"202105","7호선","공릉(서울과학기술대)","257966","58409","256630","58429","20210603"
"202105","7호선","용마산(용마폭포공원)","132180","30741","127889","33416","20210603"
"202105","7호선","남구로","348671","51872","368992","51709","20210603"
"202105","7호선","건대입구","286315","42861","302088","38198","20210603"
"202105","7호선","장암","52548","9346","23205","6912","20210603"
"202105","7호선","삼산체육관","109159","24455","98260","23556","20210603"
"202105","7호선","춘의","206661","28331","202047","28071","20210603"
"202105","7호선","천왕","241636","47608","227303","47477","20210603"
"202105","7호선","강남구청","357640","41367","396262","41647","20210603"
"202105","7호선","노원","418451","99732","447175","100750","20210603"
"202105","7호선","청담","415362","59251","468959","57233","20210603"
"202105","7호선","학동","507538","49473","548436","46039","20210603"
"202105","7호선","온수(성공회대입구)","232437","33281","216070","32157","20210603"
"202105","7호선","부천시청","284273","47276","281405","45766","20210603"
"202105","7호선","사가정","352507","86841","348709","86279","20210603"
"202105","7호선","신풍","248404","59392","234094","59622","20210603"
"202105","7호선","중화","236279","56277","228262","56022","20210603"
"202105","7호선","논현","454929","43384","491527","43097","20210603"
"202105","7호선","내방","296553","55017","304877","54117","20210603"
"202105","7호선","숭실대입구(살피재)","260853","49324","265301","51434","20210603"
"202105","7호선","중계","290515","76929","260915","73892","20210603"
"202105","7호선","어린이대공원(세종대)","310185","36323","308718","35845","20210603"
"202105","7호선","광명사거리","465083","126728","452300","129430","20210603"
"202105","7호선","먹골","214757","56090","206499","56519","20210603"
"202105","7호선","하계","371746","86177","348822","83358","20210603"
"202105","7호선","면목","327550","81374","315564","83276","20210603"
"202105","7호선","장승배기","192773","58746","185284","58587","20210603"
"202105","7호선","신대방삼거리","343234","74796","325432","76622","20210603"
"202105","7호선","대림(구로구청)","197802","30082","197548","29321","20210603"
"202105","7호선","수락산","266762","84760","261025","84633","20210603"
"202105","7호선","뚝섬유원지","246299","37208","240108","37732","20210603"
"202105","7호선","부천종합운동장","103256","17978","89899","17482","20210603"
"202105","7호선","철산","478637","82753","488559","82306","20210603"
"202105","7호선","반포","124831","27138","121220","25585","20210603"
"202105","7호선","도봉산","203278","44786","240141","65224","20210603"
"202105","7호선","상봉(시외버스터미널)","392602","61414","369067","59020","20210603"
"202105","7호선","태릉입구","196619","43079","189762","41208","20210603"
"202105","7호선","고속터미널","378629","59140","301596","50855","20210603"
"202105","7호선","까치울","175087","28775","169241","28897","20210603"
"202105","7호선","남성","228942","63285","211619","62831","20210603"
"202105","7호선","이수","343615","63777","333118","61016","20210603"
"202105","7호선","보라매","212174","38169","211344","37578","20210603"
